Email,Square_footage,Home_type,Cool_setting,Heat_setting,Zip_code
ljeanty@scottech.com,744,apartment,73,66,25817
ljillson@labdrill.com,1067,townhome,70,74,61051
ljurney@conecom.com,1238,house,73,66,40972
ljurney@scottech.com,1416,apartment,,74,98430
ljuvera@faxquote.com,1187,condominium,74,73,60192
ljuvera@ron-tech.com,740,townhome,71,75,4623
lkampa@conecom.com,1376,townhome,75,70,46797
lkannady@rantouch.com,2023,house,73,74,45638
lkarpel@warephase.com,824,house,70,74,45481
lkarpin@silis.com,380,mobile home,74,76,78760
lkarpin@xx-holding.com,1285,townhome,72,76,12087
lkeener@goodsilron.com,1012,apartment,73,,88114
lkeener@iselectrics.com,1746,condominium,,72,76852
lkeetch@cancity.com,690,mobile home,74,71,29138
lkeneipp@streethex.com,969,house,69,72,3111
lketelsen@doncon.com,875,apartment,73,73,28682
lkiel@finhigh.com,2909,apartment,,74,45242
lkiel@streethex.com,2377,house,72,71,49886
lkippley@rantouch.com,103,house,,74,41037
lklang@finhigh.com,480,apartment,74,,8065
lklang@xx-zobam.com,1694,apartment,72,,58224
lklusman@finhigh.com,973,house,72,,38358
lkohnert@warephase.com,253,mobile home,71,72,46968
lkonopacki@cancity.com,862,apartment,72,78,12071
lkonopacki@hatfan.com,2041,apartment,,65,52077
lkusko@ontomedia.com,523,apartment,76,66,8618
llabreche@donware.com,446,mobile home,69,72,94283
llabreche@isdom.com,490,apartment,74,,6349
llabreche@zumgoity.com,956,house,72,67,54488
llace@bioplex.com,1790,condominium,73,70,83552
llace@xx-zobam.com,1709,house,75,75,60451
llacovara@codehow.com,244,house,71,76,54735
llacovara@ron-tech.com,959,apartment,74,65,91943
llary@groovestreet.com,1165,apartment,71,70,73553
llary@inity.com,1749,house,75,74,53211
llatzke@dontechi.com,3179,townhome,,71,33733
llatzke@hatfan.com,204,mobile home,73,74,43212
llawler@cancity.com,1602,house,73,71,56360
llayous@rantouch.com,1632,house,,68,32702
lleinenbach@condax.com,2989,townhome,,76,12159
lleinenbach@scottech.com,874,apartment,73,69,80549
llietz@bioplex.com,652,apartment,73,73,54983
llimmel@zencorporation.com,2355,house,72,70,67226
llimmel@zoomit.com,585,condominium,70,,1074
llinahan@gogozoom.com,1165,townhome,,,66160
llinahan@kinnamplus.com,334,mobile home,71,73,97307
llinahan@lexiqvolax.com,1402,apartment,,76,98660
llinahan@singletechno.com,1441,house,,72,39087
llipke@ontomedia.com,606,apartment,,73,72329
llipke@rundofase.com,1805,townhome,74,70,6155
llipkin@kinnamplus.com,1637,house,70,65,98030
llizama@codehow.com,846,apartment,,75,3821
lloader@treequote.com,1683,house,73,74,84319
llueckenbach@doncon.com,505,apartment,72,74,48852
llueckenbach@zoomit.com,2866,house,69,73,73933
llungren@doncon.com,554,house,68,71,6875
llungren@finjob.com,125,house,,75,32236
lmaclead@doncon.com,754,house,75,72,96793
lmadarang@ontomedia.com,2820,house,71,76,98199
lmadarang@ron-tech.com,782,condominium,,71,76204
lmaile@zotware.com,1006,apartment,76,75,34450
lmaillard@betatech.com,2680,house,74,75,85717
lmalet@ganjaflex.com,535,apartment,71,74,28815
lmalet@golddex.com,1352,townhome,,72,52727
lmallett@condax.com,786,apartment,,73,36462
lmalvin@iselectrics.com,564,townhome,74,,68772
lmalvin@kan-code.com,880,townhome,70,,13310
lmalvin@labdrill.com,3422,townhome,,74,96846
lmanno@doncon.com,1160,house,,70,77005
lmanno@fasehatice.com,1037,townhome,,72,99606
lmanno@plexzap.com,427,apartment,,72,4764
lmarrier@blackzim.com,827,apartment,71,75,6040
lmarrier@opentech.com,760,apartment,,76,62898
lmartabano@funholding.com,895,apartment,,73,25501
lmastella@fasehatice.com,1527,house,69,71,54135
lmastella@ganjaflex.com,759,house,73,69,99141
lmastella@isdom.com,1145,apartment,75,66,40340
lmauson@bioplex.com,156,house,72,71,54874
lmaybury@domzoom.com,323,apartment,75,73,93626
lmaybury@finhigh.com,3488,townhome,,74,37395
lmaynerich@bioplex.com,1971,apartment,69,75,35649
lmclaird@blackzim.com,1255,townhome,75,75,57067
lmclaird@ganjaflex.com,685,house,75,69,85633
lmclaird@stanredtax.com,759,house,72,76,215
lmcnease@dontechi.com,825,apartment,,71,22711
lmcnease@nam-zim.com,1292,house,74,70,41017
lmconnell@scotfind.com,551,apartment,69,75,25976
lmcrae@warephase.com,2116,apartment,70,69,2188
lmeinerding@domzoom.com,1507,apartment,74,72,57016
lmeinerding@warephase.com,2264,house,73,68,10629
lmenter@finjob.com,161,apartment,75,69,59044
lmenter@hottechi.com,3266,house,73,72,17580
lmenter@plusstrip.com,1918,condominium,73,75,37723
lmerced@silis.com,130,house,,75,59007
lmerced@zumgoity.com,1193,apartment,71,74,56164
lmeteer@plusstrip.com,1151,mobile home,73,69,17921
lmiceli@donware.com,1723,townhome,,74,59866
lmiceli@inity.com,82,apartment,72,68,91365
lmiceli@newex.com,713,apartment,74,69,75223
lmiceli@silis.com,465,apartment,,,29608
lmirafuentes@ron-tech.com,1355,house,71,76,2467
lmiro@yearin.com,651,townhome,68,64,60144
lmondella@conecom.com,1610,townhome,73,,98223
lmonterrubio@groovestreet.com,1244,apartment,,69,67488
lmorasca@kinnamplus.com,1259,condominium,73,71,23085
lmorocco@newex.com,1204,house,73,,33410
lmorocco@sonron.com,1281,townhome,69,72,95970
lmotley@sumace.com,757,condominium,,72,47130
lmugnolo@doncon.com,769,house,75,70,42058
lmulqueen@condax.com,84,apartment,75,75,61025
lmulqueen@iselectrics.com,521,apartment,71,70,38746
lmunis@y-corporation.com,656,house,73,69,55434
lmunns@hottechi.com,1985,townhome,,75,77564
lmunns@zotware.com,756,house,69,76,94708
lmyricks@openlane.com,2035,house,73,78,45383
lnabours@konmatfix.com,1589,townhome,71,69,26559
lnabours@rundofase.com,886,apartment,69,74,79344
lnachor@scottech.com,765,townhome,,74,55796
lnayar@dambase.com,44,condominium,68,72,14484
lneither@iselectrics.com,896,apartment,73,75,97466
lnestle@finhigh.com,680,townhome,74,70,21659
lnewville@mathtouch.com,310,apartment,,72,4920
lnewville@xx-zobam.com,230,house,74,73,56716
lnievas@betasoloin.com,1006,house,68,73,36722
lnievas@cancity.com,650,apartment,73,,77024
lnunlee@scottech.com,1068,condominium,71,71,15531
logg@labdrill.com,741,townhome,,70,46140
loldroyd@inity.com,1189,apartment,70,74,86337
loldroyd@kinnamplus.com,1505,house,71,72,11954
lonofrio@opentech.com,1087,house,,74,83643
lonofrio@rangreen.com,788,house,70,73,45719
lostolaza@sunnamplex.com,1144,townhome,73,65,95108
lostrosky@opentech.com,217,mobile home,73,70,56468
lpaa@dontechi.com,1095,apartment,72,74,18972
lpagliuca@lexiqvolax.com,1630,house,76,74,21754
lpalaia@hatfan.com,940,apartment,,69,83251
lpalaia@nam-zim.com,1265,house,72,73,75050
lpalaia@ontomedia.com,981,house,74,68,48856
lpalaia@singletechno.com,1284,house,71,71,38281
lpalaspas@funholding.com,3202,house,,71,28420
lpalaspas@labdrill.com,509,condominium,,72,46220
lpapasergi@goodsilron.com,2233,house,,69,34282
lpaprocki@goodsilron.com,922,house,74,68,24925
lpaprocki@year-job.com,1108,townhome,72,72,33355
lparlato@donquadtech.com,947,house,72,77,70195
lparlato@gogozoom.com,282,mobile home,70,74,96751
lparvis@j-texon.com,1060,apartment,71,72,17223
lparvis@lexiqvolax.com,939,apartment,71,75,48472
lparvis@streethex.com,776,house,,71,46058
lpatak@ontomedia.com,1261,house,68,68,27503
lpaulas@codehow.com,484,apartment,,66,44620
lpawlowicz@zathunicon.com,111,condominium,72,71,4276
lperigo@lexiqvolax.com,1455,townhome,,73,57223
lperin@betatech.com,1939,apartment,69,,46069
lperin@ontomedia.com,632,house,69,,54667
lperruzza@doncon.com,1144,house,73,68,85932
lpinilla@zumgoity.com,1619,apartment,74,72,8089
lplumer@zotware.com,1150,condominium,,70,80000
lpolidori@konex.com,797,apartment,,72,6247
lpolidori@zoomit.com,1338,house,72,74,70048
lpugh@conecom.com,98,townhome,74,71,32531
lpugh@yearin.com,827,apartment,74,78,81102
lradde@inity.com,2338,townhome,,68,56291
lragel@iselectrics.com,917,apartment,72,75,34217
lragel@zoomit.com,1119,apartment,72,68,38066
lraymo@faxquote.com,73,apartment,,74,56051
lrentfro@codehow.com,506,apartment,76,68,18848
lrhoden@inity.com,224,mobile home,73,72,3864
lrhym@bioplex.com,2120,townhome,70,71,84523
lrhym@rundofase.com,533,mobile home,72,76,32582
lrodeigues@kinnamplus.com,170,house,,74,92108
lrodenberger@statholdings.com,689,townhome,71,66,10703
lroyster@rantouch.com,164,condominium,75,69,97493
lroyster@sumace.com,1283,apartment,,73,51467
lroyster@sunnamplex.com,2531,townhome,73,75,8886
lruta@sumace.com,487,townhome,73,71,99559
lruta@yearin.com,1705,house,73,68,83343
lsahagun@betatech.com,546,condominium,,,75460
lsama@openlane.com,396,apartment,74,76,50536
lsamu@inity.com,562,apartment,72,76,77041
lsamu@zencorporation.com,689,townhome,69,74,92728
lsarao@lexiqvolax.com,580,townhome,75,68,72115
lsarao@rantouch.com,228,townhome,70,70,68661
lsaras@dambase.com,1065,apartment,72,70,90809
lsawchuk@plussunin.com,486,townhome,,75,15754
lsayaphon@rangreen.com,85,apartment,,,89020
lsaylors@cancity.com,171,apartment,,70,56020
lschemmer@dontechi.com,1111,apartment,73,69,13042
lscheyer@domzoom.com,64,townhome,74,,83637
lscheyer@funholding.com,1501,house,,70,55741
lschmaltz@betatech.com,475,condominium,,66,17839
lschmaltz@golddex.com,1375,townhome,,73,27040
lschnitzler@sonron.com,667,apartment,74,76,59420
lscipione@zathunicon.com,1601,apartment,,72,49248
lseewald@rundofase.com,1543,apartment,,75,12850
lsemidey@faxquote.com,614,apartment,69,77,71350
lsengbusch@toughzap.com,2879,house,73,69,54621
lsergi@plexzap.com,87,house,74,72,23399
lshealy@conecom.com,2073,house,70,,73402
lshields@finjob.com,167,apartment,75,74,6239
lshields@groovestreet.com,902,apartment,75,,78573
lshin@golddex.com,89,house,,71,36346
lshinko@xx-holding.com,602,house,71,72,24111
lshire@lexiqvolax.com,1640,house,72,,2090
lsilvestrini@nam-zim.com,2948,house,69,76,58705
lsilvestrini@zotware.com,775,house,72,71,55792
lsimilton@blackzim.com,622,apartment,75,,4294
lsimilton@rangreen.com,1348,house,73,72,44123
lskursky@dalttechnology.com,951,house,,76,18427
lskursky@ganjaflex.com,781,mobile home,,72,62356
lslayton@rundofase.com,465,mobile home,73,75,18769
lsmith@cancity.com,1381,townhome,,76,79698
lspickerman@sunnamplex.com,429,condominium,72,74,8505
lspringe@ganjaflex.com,1518,condominium,72,69,49094
lsteffensmeier@funholding.com,87,apartment,72,70,47037
lsteier@green-plus.com,1694,house,75,69,95344
lstem@bioholding.com,1115,townhome,76,69,12793
lstem@labdrill.com,1636,house,,73,99622
lstimmel@iselectrics.com,1215,condominium,,71,13460
lstimmel@konex.com,1095,house,,76,48614
lstockham@sunnamplex.com,1289,townhome,72,,94282
lstrassner@kan-code.com,1807,apartment,72,75,75422
lstuer@kan-code.com,435,apartment,72,70,63345
lsuffield@scottech.com,2307,house,72,73,23147
lsweely@rangreen.com,1176,house,69,73,41828
lsweigard@toughzap.com,716,house,,75,23176
lsyrop@domzoom.com,1952,house,72,71,10110
ltagala@bioplex.com,1382,apartment,74,73,57248
ltagala@conecom.com,181,mobile home,76,70,43981
ltawil@plusstrip.com,1347,townhome,74,76,80131
ltawil@zotware.com,117,house,74,73,92120
lthreets@blackzim.com,1256,apartment,,72,32897
lthreets@rangreen.com,1859,house,74,73,74641
lthyberg@opentech.com,1209,house,72,75,79252
lthyberg@toughzap.com,1704,townhome,71,76,32683
ltimenez@isdom.com,1224,townhome,,71,36114
ltimenez@rangreen.com,939,apartment,,72,38560
ltjepkema@zencorporation.com,46,apartment,,71,61279
ltollner@funholding.com,681,mobile home,72,72,83201
ltollner@golddex.com,1080,apartment,72,75,13480
ltomblin@condax.com,915,apartment,,71,30821
ltomblin@plusstrip.com,2278,townhome,72,69,87825
ltoyama@rundofase.com,1201,apartment,73,67,75457
ltreston@ganjaflex.com,1818,condominium,72,75,83633
ltromblay@isdom.com,1446,house,75,71,61771
lvanausdal@zumgoity.com,1576,house,72,72,67870
lvarriano@toughzap.com,1056,house,73,78,63133
lvenere@domzoom.com,903,apartment,70,70,41537
lvenere@ganjaflex.com,455,mobile home,72,77,30412
lvenere@rangreen.com,893,apartment,69,73,979
lventura@betasoloin.com,1563,condominium,73,71,59523
lventura@stanredtax.com,99,condominium,,71,72165
lvillanueva@betasoloin.com,524,house,74,70,7642
lvinning@hatfan.com,1419,house,72,69,83114
lvizarro@condax.com,132,apartment,69,74,39501
lvizarro@hatfan.com,4371,house,72,78,28380
lwardrip@streethex.com,2162,apartment,72,73,21795
lwaymire@konmatfix.com,242,mobile home,71,78,23454
lweglarz@cancity.com,512,condominium,70,72,37064
lweglarz@codehow.com,636,condominium,70,,72522
lweglarz@conecom.com,933,apartment,71,70,71260
lweglarz@dalttechnology.com,1281,house,73,65,46176
lweirather@faxquote.com,49,apartment,,72,24433
lweirather@sunnamplex.com,1092,condominium,,73,60913
lwenner@blackzim.com,3488,house,73,70,24958
lwenzinger@konmatfix.com,1506,house,71,72,40292
lwhobrey@mathtouch.com,2236,house,72,74,30442
lwieser@green-plus.com,803,apartment,,73,50139
lwiklund@codehow.com,293,house,72,69,66066
lwiklund@inity.com,693,apartment,72,,10471
lwiklund@konex.com,813,house,72,73,30044
lwitten@dontechi.com,2179,house,,74,29164
lwolfgramm@betasoloin.com,402,townhome,,73,73562
lwolfgramm@scottech.com,931,apartment,71,75,12305
lwolfgramm@warephase.com,1945,house,76,76,19517
lworlds@plexzap.com,352,mobile home,,71,63469
lworlds@plussunin.com,930,condominium,71,,33760
lwrinkles@blackzim.com,474,apartment,,75,36109
lyglesias@dalttechnology.com,1661,house,75,76,4290
lyori@ganjaflex.com,637,condominium,74,68,98570
lyori@opentech.com,149,apartment,,73,73547
lyori@zoomit.com,1233,apartment,74,77,21912
lyum@lexiqvolax.com,355,apartment,,74,16253
lyum@ontomedia.com,606,townhome,75,72,81022
lzane@y-corporation.com,792,apartment,,72,72381
mabdallah@kan-code.com,550,apartment,73,,97467
macuff@iselectrics.com,1486,house,73,70,18256
madkin@faxquote.com,578,apartment,74,71,46207
madkin@silis.com,1411,house,68,75,72327
mahle@kinnamplus.com,785,apartment,72,,29636
malbares@goodsilron.com,1538,house,71,,16422
mamigon@donquadtech.com,1386,house,70,73,37879
mamigon@ganjaflex.com,646,apartment,71,70,4330
mamigon@statholdings.com,201,mobile home,,73,99791
mamyot@fasehatice.com,3490,house,,70,92418
mandreason@domzoom.com,430,townhome,75,74,32504
mandreason@faxquote.com,845,townhome,,74,93013
mankeny@ron-tech.com,137,house,76,75,84328
maquas@conecom.com,577,townhome,72,,54499
maquas@plussunin.com,848,condominium,69,76,65299
marceo@bioplex.com,755,apartment,72,69,42431
maredondo@nam-zim.com,204,house,72,65,33121
masar@zumgoity.com,1067,apartment,72,73,51342
mauber@hottechi.com,590,apartment,70,68,14004
mauffrey@blackzim.com,1351,apartment,72,74,48806
mauffrey@inity.com,488,apartment,73,76,66858
mauffrey@kan-code.com,1011,apartment,73,75,2672
mauffrey@zotware.com,1172,house,70,72,25090
mbartolet@betatech.com,475,apartment,72,73,46619
mbatman@doncon.com,4618,house,,75,70631
mbenimadho@finhigh.com,1497,house,68,74,90046
mbenimadho@green-plus.com,2221,house,71,68,45855
mbenimadho@stanredtax.com,902,house,73,,33672
mbennick@lexiqvolax.com,993,apartment,75,71,19058
mberganza@green-plus.com,139,house,75,69,56633
mberray@groovestreet.com,2056,apartment,,72,32890
mbiddy@j-texon.com,2500,condominium,72,72,23890
mbiddy@rundofase.com,1620,townhome,70,69,33572
mbiddy@zumgoity.com,1190,condominium,,78,77065
mbilden@donware.com,2058,condominium,68,71,64439
mbirkner@inity.com,1518,house,74,73,93110
mbirkner@lexiqvolax.com,1463,house,73,65,75016
mbirkner@stanredtax.com,951,townhome,71,71,98019
mbitsuie@bioplex.com,1119,apartment,73,74,56093
mblackwood@mathtouch.com,1021,condominium,72,,63588
mbookamer@finjob.com,1015,apartment,70,75,57070
mbourbon@betatech.com,323,mobile home,70,76,71671
mbourbon@statholdings.com,1410,apartment,75,74,25703
mbrachle@konex.com,573,townhome,76,67,48891
mbriddick@funholding.com,378,apartment,73,71,22650
mbriddick@ganjaflex.com,900,condominium,73,72,985
mbrossart@sonron.com,53,apartment,,71,93531
mbrucato@dambase.com,1025,apartment,76,,24280
mbubash@streethex.com,615,townhome,,76,68960
mbutt@goodsilron.com,1589,apartment,,74,45682
mbutzen@bioplex.com,1008,apartment,74,72,50278
mbutzen@lexiqvolax.com,344,apartment,,,81419
mbuvens@streethex.com,505,apartment,69,,41831
mcaiafa@blackzim.com,1769,apartment,,,87057
mcaldarera@blackzim.com,494,apartment,76,65,66752
mcallaro@domzoom.com,943,apartment,,70,94278
mcampain@rangreen.com,1508,apartment,75,73,68874
mcandlish@nam-zim.com,431,apartment,73,76,13071
mcanlas@donquadtech.com,281,mobile home,,,86427
mcanlas@zotware.com,1913,house,72,73,38281
mcaudy@newex.com,1309,apartment,,,38826
mcaudy@xx-zobam.com,2411,house,73,68,55315
mchui@betatech.com,628,apartment,74,70,12204
mchui@funholding.com,1493,townhome,73,76,28747
mchui@isdom.com,1448,condominium,72,75,61202
mcolla@donware.com,124,house,76,70,4086
mcomnick@hottechi.com,924,house,,64,59640
mcorrio@finhigh.com,238,mobile home,71,68,97625
mdallen@mathtouch.com,889,house,,,58311
mdarakjy@stanredtax.com,964,apartment,73,75,29206
mdelasancha@j-texon.com,99,house,,,61932
mdelasancha@xx-zobam.com,376,mobile home,,70,22948
mdenooyer@rantouch.com,1368,townhome,71,73,24102
mdenooyer@yearin.com,1543,house,70,76,4774
mdewar@mathtouch.com,51,mobile home,73,76,49777
mdhamer@hottechi.com,2101,townhome,,75,80516
mdhamer@konex.com,1818,house,73,73,33135
mdhamer@plusstrip.com,930,apartment,72,76,14538
mdiestel@ontomedia.com,1411,house,73,72,65302
mdinos@blackzim.com,908,house,73,74,91521
mdinos@plussunin.com,86,apartment,76,,37851
mdopico@condax.com,1725,house,72,71,24115
mdubaldi@j-texon.com,2184,house,69,71,78725
mduenas@betasoloin.com,830,apartment,,69,42351
mduenas@konex.com,815,house,73,76,35202
meanes@bioplex.com,803,house,73,75,15774
mehmann@yearin.com,129,house,,,33587
memard@faxquote.com,716,house,69,76,80420
memard@inity.com,377,condominium,73,75,76469
memigh@blackzim.com,583,apartment,72,72,27711
mengelberg@sonron.com,2129,house,74,77,77002
mengelberg@zumgoity.com,1393,house,,75,73842
meroman@singletechno.com,104,house,71,74,31520
meschberger@dalttechnology.com,1345,apartment,72,69,48157
mestell@j-texon.com,1067,apartment,,75,67485
mestell@scottech.com,831,apartment,,,94525
mfallick@finhigh.com,434,apartment,,74,34737
mfallick@iselectrics.com,824,house,73,65,61776
mfeichtner@openlane.com,751,house,75,72,68071
mfeichtner@zathunicon.com,1449,house,,69,91381
mferencz@codehow.com,931,house,,,20191
mfern@green-plus.com,103,apartment,70,,82703
mferrario@yearin.com,916,apartment,74,69,30224
mfillingim@bioplex.com,608,condominium,69,74,56727
mfillingim@kinnamplus.com,2465,condominium,,65,73659
mfishburne@newex.com,728,house,73,75,42223
mflosi@streethex.com,564,apartment,70,75,20544
